"9.7","cellular","256",NA,NA,NA,"0","0","450000원","아이패드 프로9.7 256GB 셀룰러 팝니다","https://cafe.naver.com/joonggonara/594196468"
"9.7","cellular","128",NA,NA,NA,"0","0","450000원","아이패드 프로 1세대 9.7 128gb 셀룰러","https://cafe.naver.com/joonggonara/594195769"
NA,"Error",NA,"스페이스 그레이|",NA,"풀박스","0","0","650000원","아이패드 프로 10.5 wifi-셀룰러 64기가 스그 풀박스 팝니다.(s급)","https://cafe.naver.com/joonggonara/594195368"
"12.9","wifi",NA,"스페이스 그레이|",NA,"미개봉","0","0","1500000원","아이패드프로 12.9 512gb 스페이스그레이, 와이파이버젼 미개봉 판매합니다. - 판교. 분당","https://cafe.naver.com/joonggonara/594193556"
NA,"Error","-1",NA,NA,NA,"0","0","200000원","아이패드프로1 32기가 와이파이 33만 128와이파이 35만 24시간 강남 논현 역삼 학동 전화 카톡 가능 판매","https://cafe.naver.com/joonggonara/594192894"
"12.9","cellular","128",NA,NA,NA,"0","0","450000원","아이패드 프로 1세대 12.9 셀룰러 128gb 팝니다","https://cafe.naver.com/joonggonara/594191102"
"9.7",NA,"128",NA,NA,NA,"0","0","380000원","아이패드 프로 9.7인치 128G 팔아요 (가격인하)","https://cafe.naver.com/joonggonara/594187847"
"9.7",NA,"32",NA,NA,NA,"0","0","320000원","아이패드 프로 1세대 9.7 32기가 광주광역시","https://cafe.naver.com/joonggonara/594172196"
NA,NA,"256","스페이스 그레이|",NA,NA,"0","0","750000원","아이패드 프로 10.5 256 스그 판매합니다","https://cafe.naver.com/joonggonara/594168228"
NA,"wifi",NA,NA,NA,NA,"0","0","580000원","아이패드 프로 10.5 64g wifi용","https://cafe.naver.com/joonggonara/594167984"
"12.9","wifi","32","실버|",NA,NA,"0","0","430000원","아이패드프로 1세대 12.9 실버 32기가 wifi 처분","https://cafe.naver.com/joonggonara/594161578"
"9.7","WIFI","32","로즈골드|골드|",NA,NA,"0","0","330000원","아이패드프로 1세대 9.7 로즈골드 핑크 32GB WIFI모델 박스x","https://cafe.naver.com/joonggonara/594160037"
NA,NA,NA,NA,NA,"미개봉","0","0","2000원","아이패드 프로 10.5 미개봉","https://cafe.naver.com/joonggonara/594157977"
NA,"Error","256","로즈골드|골드|",NA,NA,"0","0","700000원","[전남광주] 아이패드 프로 10.5 256 로즈골드 셀룰러 LTE팝니다","https://cafe.naver.com/joonggonara/594156349"
"12.9","Wi-Fi","128",NA,NA,NA,"0","0","530000원","아이패드 프로 1세대 iPad Pro 12.9-inch Wi-Fi + Cellular // 128G 팝니다 [원주직거래/택배/안전거래] 번호 : 00785","https://cafe.naver.com/joonggonara/594156202"
NA,"Error","256","실버|",NA,NA,"0","0","700000원","아이패드 프로 10.5 실버 256GB LTE+WIFI 판매","https://cafe.naver.com/joonggonara/594153399"
"9.7","WIFI",NA,NA,NA,NA,"0","0","360000원","■■□□ (급처) 아이패드프로9.7 A1673 A급 WIFI 판매","https://cafe.naver.com/joonggonara/594147525"
NA,"cellular","256",NA,NA,NA,"0","0","600000원","아이패드 프로 10.5 256GB 셀룰러 상태AAA 판매합니다. (의정부,양주)","https://cafe.naver.com/joonggonara/594144729"
"12.9","wifi",NA,NA,NA,NA,"0","0",NA,"[공식앱][아이패드 프로 3서대 12.9 와이파이 512GB][1,750,000원]","https://cafe.naver.com/joonggonara/594140977"
NA,"cellular",NA,NA,NA,NA,"0","0",NA,"[공식앱][아이패드 프로 11인치 64g 셀룰러][950,000원]","https://cafe.naver.com/joonggonara/594135769"
NA,"cellular",NA,"골드|",NA,NA,"0","0","630000원","아이패드 프로 10.5 64GB 셀룰러 골드 급처","https://cafe.naver.com/joonggonara/594130403"
NA,"cellular",NA,NA,"애플케어플러스|",NA,"0","0","850000원","아이패드 프로 10.5 512gb 셀룰러 (애플케어플러스)","https://cafe.naver.com/joonggonara/594127931"
"9.7","wifi","128",NA,NA,NA,"0","0","390000원","아이패드 프로 9.7 와이파이 128g 판매합니다 !!","https://cafe.naver.com/joonggonara/594126700"
NA,"wifi","256","골드|",NA,NA,"0","0","600000원","아이패드 프로 10.5인치 256기가 와이파이 골드 미국판 팝니다.","https://cafe.naver.com/joonggonara/594125525"
"12.9","cellular","128",NA,NA,NA,"0","0","460000원","아이패드 프로 12.9 128기가 셀룰러 팝니다.","https://cafe.naver.com/joonggonara/594123864"
NA,"wifi","256","실버|",NA,NA,"0","0","599000원","아이패드프로 10.5 화이트 256기가 와이파이용 팝니다","https://cafe.naver.com/joonggonara/594121616"
"9.7",NA,"128","골드|",NA,NA,"0","0","400000원","아이패드 프로9.7 128GB 로얄골드 판매합니다","https://cafe.naver.com/joonggonara/594116709"
NA,"Error",NA,NA,NA,NA,"0","0","3333원","아이패드프로10.5 512G LTE+wifi","https://cafe.naver.com/joonggonara/594115503"
"9.7","wifi","128",NA,NA,NA,"0","0","250000원","아이패드프로 9.7 128G wifi 팝니다.","https://cafe.naver.com/joonggonara/594113367"
"12.9","cellular",NA,NA,NA,NA,"0","0","750000원","아이패드 프로12.9 셀룰러64g 팝니다.","https://cafe.naver.com/joonggonara/594112720"
"12.9","cellular","256",NA,NA,NA,"0","0","750000원","아이패드프로 12.9인치 256GB 셀룰러","https://cafe.naver.com/joonggonara/594111511"
"12.9","WIFI","32",NA,NA,"풀박스","0","0","450000원","아이패드프로 1세대 12.9 블랙 32GB WIFI모델 s급 풀박스","https://cafe.naver.com/joonggonara/594108094"
NA,"wifi","256",NA,NA,NA,"0","0","750000원","대전] 아이패드프로 10.5 256기가 와이파이버전 펜포함팔아요","https://cafe.naver.com/joonggonara/594104862"
"9.7","WIFI",NA,NA,NA,NA,"0","0","360000원","■■□□ (급처) 아이패드프로9.7 A1673 A급 WIFI 판매","https://cafe.naver.com/joonggonara/594102261"
"12.9","cellular","128",NA,NA,NA,"0","0","620000원","아이패드프로 1세대 12.9 128기가 셀룰러 판매합니다. 리퍼기간 있음.","https://cafe.naver.com/joonggonara/594098026"
"9.7","cellular","128",NA,NA,NA,"0","0","460000원","아이패드 프로 9.7 128G 스페이스 그레이 셀룰러 팝니다.","https://cafe.naver.com/joonggonara/594069858"
"12.9",NA,NA,NA,NA,NA,"0","0","400000원","아이패드프로 12.9인치 팝니다.","https://cafe.naver.com/joonggonara/594066955"
